rating_id,trip_id,customer_id,driver_id,rating,comment
113,113,775,91,5,Great ride
114,114,163,24,4,Could be better
115,115,805,318,5,Average service
116,116,855,292,3,Could be better
117,117,813,25,1,Great ride
118,118,79,337,1,Could be better
119,119,259,488,5,Could be better
120,120,514,300,1,Driver was polite
121,121,545,294,3,Good experience
122,122,870,116,3,Average service
123,123,554,393,2,Driver was polite
124,124,596,6,2,Good experience
125,125,404,343,4,Driver was polite
126,126,118,441,2,Driver was polite
127,127,709,14,2,Very comfortable
128,128,709,232,4,Very comfortable
129,129,708,180,1,Great ride
130,130,110,359,3,Could be better
131,131,568,381,4,Great ride
132,132,29,419,3,Could be better
133,133,348,435,2,Driver was polite
134,134,604,363,5,Very comfortable
135,135,894,449,4,Average service
136,136,160,482,4,Good experience
137,137,69,428,1,Could be better
138,138,556,61,4,Very comfortable
139,139,663,8,3,Could be better
140,140,188,423,3,Good experience
141,141,584,461,1,Very comfortable
142,142,576,254,4,Average service
143,143,629,479,5,Very comfortable
144,144,550,377,5,Could be better
145,145,505,406,5,Average service
146,146,124,135,3,Driver was polite
147,147,377,39,4,Driver was polite
148,148,224,200,2,Driver was polite
149,149,409,336,2,Average service
150,150,765,425,1,Average service
151,151,324,52,5,Could be better
152,152,975,370,5,Driver was polite
153,153,37,133,5,Very comfortable
154,154,696,363,4,Could be better
155,155,489,100,3,Good experience
156,156,142,35,4,Great ride
157,157,213,111,5,Great ride
158,158,720,5,3,Average service
159,159,236,83,1,Could be better
160,160,89,97,4,Good experience
161,161,729,387,4,Very comfortable
162,162,154,189,1,Great ride
163,163,3,162,2,Great ride
164,164,700,428,5,Average service
165,165,545,228,5,Good experience
166,166,300,498,5,Average service
167,167,928,317,5,Good experience
168,168,495,489,3,Average service
169,169,981,353,1,Good experience
170,170,980,440,4,Could be better
171,171,894,333,1,Good experience
172,172,381,251,1,Good experience
173,173,161,149,2,Average service
174,174,966,294,1,Driver was polite
175,175,739,347,2,Great ride
176,176,646,286,4,Average service
177,177,793,197,2,Very comfortable
178,178,770,446,2,Great ride
179,179,372,179,1,Driver was polite
180,180,429,377,2,Driver was polite
181,181,845,255,2,Driver was polite
182,182,302,301,1,Great ride
183,183,381,395,3,Average service
184,184,977,90,1,Average service
185,185,673,261,4,Could be better
186,186,420,216,5,Average service
187,187,670,234,5,Average service
188,188,213,163,4,Driver was polite
189,189,904,127,3,Driver was polite
190,190,950,60,4,Great ride
191,191,82,280,2,Very comfortable
192,192,286,142,3,Great ride
193,193,434,283,1,Average service
194,194,618,321,5,Great ride
195,195,963,207,5,Average service
196,196,362,306,1,Great ride
197,197,772,210,2,Very comfortable
198,198,678,265,3,Very comfortable
199,199,174,173,5,Driver was polite
200,200,656,272,3,Driver was polite
201,201,363,273,1,Driver was polite
202,202,782,457,3,Average service
203,203,342,39,3,Could be better
204,204,908,147,5,Average service
205,205,216,233,2,Great ride
206,206,674,357,4,Driver was polite
207,207,378,295,1,Could be better
208,208,588,448,4,Driver was polite
209,209,443,195,5,Average service
210,210,160,286,5,Great ride
211,211,460,387,3,Could be better
212,212,878,445,3,Could be better
213,213,973,261,3,Could be better
214,214,362,462,1,Very comfortable
215,215,15,161,2,Driver was polite
216,216,583,170,2,Could be better
217,217,7,454,4,Driver was polite
218,218,448,162,2,Could be better
219,219,582,472,5,Good experience
220,220,582,333,5,Driver was polite
221,221,554,294,4,Could be better
222,222,89,223,2,Could be better
223,223,547,50,4,Very comfortable
224,224,137,157,1,Great ride
225,225,1000,497,4,Could be better
226,226,329,137,4,Driver was polite
227,227,994,491,2,Good experience
228,228,583,248,5,Great ride
229,229,564,51,2,Good experience
230,230,434,190,1,Driver was polite
231,231,664,408,3,Good experience
232,232,270,355,5,Good experience
233,233,465,313,1,Good experience
234,234,88,214,1,Good experience
235,235,938,46,5,Driver was polite
236,236,55,500,3,Good experience
237,237,539,473,4,Very comfortable
238,238,365,358,4,Great ride
239,239,186,346,3,Very comfortable
240,240,23,312,2,Very comfortable
241,241,65,284,5,Driver was polite
242,242,157,260,2,Driver was polite
243,243,232,376,2,Could be better
244,244,936,215,3,Very comfortable
245,245,798,187,2,Average service
246,246,796,320,4,Driver was polite
247,247,371,353,2,Could be better
248,248,561,358,2,Average service
249,249,983,111,4,Driver was polite
250,250,769,469,5,Very comfortable
251,251,83,342,2,Average service
252,252,307,484,1,Great ride
253,253,721,65,1,Very comfortable
254,254,334,109,5,Average service
255,255,823,270,3,Great ride
256,256,172,298,2,Good experience
257,257,930,249,5,Driver was polite
258,258,90,179,3,Very comfortable
259,259,504,461,2,Great ride
260,260,758,390,4,Average service
261,261,771,106,3,Driver was polite
262,262,83,499,5,Very comfortable
263,263,8,464,1,Great ride
264,264,345,208,4,Very comfortable
265,265,631,90,2,Average service
266,266,134,230,1,Average service
267,267,216,419,3,Average service
268,268,662,121,1,Driver was polite
269,269,913,171,5,Average service
270,270,433,492,2,Average service
271,271,20,349,5,Could be better
272,272,808,251,3,Driver was polite
273,273,555,18,3,Good experience
274,274,362,20,1,Could be better
275,275,822,403,2,Good experience
276,276,384,466,3,Good experience
277,277,290,471,2,Great ride
278,278,990,78,3,Very comfortable
279,279,76,456,4,Great ride
280,280,100,15,5,Great ride
281,281,382,242,3,Could be better
282,282,763,361,5,Good experience
283,283,955,467,4,Could be better
284,284,593,91,1,Very comfortable
285,285,726,157,4,Good experience
286,286,40,464,5,Good experience
287,287,569,202,4,Great ride
288,288,681,77,4,Could be better
289,289,16,140,1,Very comfortable
290,290,843,266,3,Could be better
291,291,28,162,3,Great ride
292,292,12,7,4,Could be better
293,293,982,131,3,Driver was polite
294,294,146,167,5,Great ride
295,295,185,153,1,Average service
296,296,510,467,5,Could be better
297,297,715,165,4,Could be better
298,298,308,174,1,Great ride
299,299,72,374,4,Average service
300,300,556,75,4,Driver was polite
301,301,421,323,4,Driver was polite
302,302,49,254,2,Average service
303,303,244,212,2,Could be better
304,304,185,467,5,Driver was polite
305,305,439,263,2,Great ride
306,306,565,362,2,Could be better
307,307,599,408,3,Could be better
308,308,567,370,1,Very comfortable
309,309,447,106,4,Great ride
310,310,616,277,2,Good experience
311,311,569,254,1,Very comfortable
312,312,433,360,3,Good experience
313,313,57,369,2,Driver was polite
314,314,881,58,3,Good experience
315,315,720,361,2,Great ride
316,316,854,207,1,Great ride
317,317,550,199,2,Driver was polite
318,318,583,317,2,Driver was polite
319,319,317,347,3,Average service
320,320,969,98,1,Driver was polite
321,321,597,229,3,Could be better
322,322,959,446,2,Great ride
323,323,355,451,2,Average service
324,324,869,416,1,Average service
325,325,681,404,5,Great ride
326,326,198,456,2,Driver was polite
327,327,836,18,1,Great ride
328,328,748,401,3,Could be better
329,329,987,479,5,Driver was polite
330,330,124,129,1,Good experience
331,331,763,491,4,Good experience
332,332,989,454,4,Driver was polite
333,333,447,399,4,Average service
334,334,774,6,3,Very comfortable
335,335,730,498,2,Good experience
336,336,941,101,4,Driver was polite
337,337,671,462,5,Great ride
338,338,405,240,1,Average service
339,339,622,5,5,Average service
340,340,589,279,2,Very comfortable
341,341,391,445,3,Good experience
342,342,55,485,3,Average service
343,343,251,273,4,Great ride
344,344,345,387,2,Average service
345,345,451,500,4,Could be better
346,346,257,373,5,Very comfortable
347,347,694,404,4,Great ride
348,348,473,28,2,Very comfortable
349,349,873,375,5,Driver was polite
350,350,753,195,4,Great ride
351,351,273,223,4,Great ride
352,352,342,474,5,Good experience
353,353,672,182,2,Average service
354,354,161,379,3,Good experience
355,355,872,356,3,Could be better
356,356,456,26,2,Driver was polite
357,357,707,482,1,Could be better
358,358,450,243,3,Average service
359,359,514,67,4,Average service
360,360,535,97,1,Driver was polite
361,361,304,65,3,Could be better
362,362,469,384,4,Driver was polite
363,363,814,203,2,Great ride
364,364,839,139,1,Good experience
365,365,124,21,2,Great ride
366,366,394,376,4,Average service
367,367,249,399,5,Could be better
368,368,163,486,2,Average service
369,369,393,397,1,Driver was polite
370,370,375,391,5,Great ride
371,371,753,309,2,Driver was polite
372,372,595,252,3,Great ride
373,373,697,299,1,Good experience
374,374,580,19,3,Good experience
375,375,623,489,3,Good experience
376,376,669,160,4,Very comfortable
377,377,306,141,5,Driver was polite
378,378,725,202,4,Could be better
379,379,36,350,2,Could be better
380,380,86,308,5,Very comfortable
381,381,170,36,1,Average service
382,382,686,310,5,Could be better
383,383,400,226,1,Average service
384,384,541,484,4,Great ride
385,385,337,446,3,Great ride
386,386,59,159,4,Driver was polite
387,387,693,409,1,Could be better
388,388,708,344,2,Could be better
389,389,788,452,3,Very comfortable
390,390,603,178,3,Great ride
391,391,103,410,2,Very comfortable
392,392,262,47,2,Great ride
393,393,285,403,1,Could be better
394,394,278,436,5,Average service
395,395,50,104,4,Very comfortable
396,396,859,296,2,Could be better
397,397,527,42,1,Could be better
398,398,962,445,3,Average service
399,399,308,261,5,Good experience
400,400,477,198,4,Very comfortable
401,401,692,21,3,Very comfortable
402,402,10,235,3,Good experience
403,403,771,479,3,Driver was polite
404,404,191,492,2,Good experience
405,405,593,86,2,Driver was polite
406,406,848,390,1,Great ride
407,407,326,6,4,Great ride
408,408,212,26,4,Driver was polite
409,409,400,261,1,Great ride
410,410,875,284,3,Good experience
411,411,630,7,5,Average service
412,412,503,78,4,Average service
413,413,513,180,1,Could be better
414,414,172,399,1,Average service
415,415,919,213,1,Driver was polite
416,416,374,490,3,Could be better
417,417,927,65,1,Average service
418,418,944,297,5,Average service
419,419,679,345,5,Good experience
420,420,584,318,1,Great ride
421,421,455,108,2,Average service
422,422,643,53,2,Average service
423,423,659,153,2,Average service
424,424,718,290,4,Driver was polite
425,425,62,3,1,Driver was polite
426,426,663,182,3,Good experience
427,427,100,486,1,Could be better
428,428,626,10,2,Driver was polite
429,429,406,474,1,Average service
430,430,671,282,3,Average service
431,431,132,270,4,Driver was polite
432,432,221,307,1,Great ride
433,433,204,134,5,Very comfortable
434,434,754,116,5,Driver was polite
435,435,515,307,2,Average service
436,436,194,379,3,Good experience
437,437,505,448,1,Very comfortable
438,438,342,462,5,Average service
439,439,840,139,3,Average service
440,440,380,227,1,Average service
441,441,29,130,5,Very comfortable
442,442,931,190,5,Great ride
443,443,107,437,5,Driver was polite
444,444,302,12,5,Average service
445,445,242,386,1,Very comfortable
446,446,486,190,5,Great ride
447,447,76,330,2,Very comfortable
448,448,282,172,1,Very comfortable
449,449,638,301,1,Driver was polite
450,450,29,11,3,Driver was polite
451,451,354,192,3,Good experience
452,452,461,402,2,Great ride
453,453,726,234,1,Could be better
454,454,139,473,1,Average service
455,455,393,250,4,Driver was polite
456,456,201,275,2,Very comfortable
457,457,385,304,3,Good experience
458,458,539,151,2,Could be better
459,459,122,61,5,Driver was polite
460,460,184,118,5,Average service
461,461,60,22,4,Great ride
462,462,710,168,3,Good experience
463,463,449,347,1,Good experience
464,464,278,124,4,Could be better
465,465,426,355,5,Could be better
466,466,407,146,5,Could be better
467,467,72,36,4,Could be better
468,468,661,377,4,Good experience
469,469,932,494,1,Very comfortable
470,470,833,170,4,Good experience
471,471,116,83,5,Good experience
472,472,747,112,5,Could be better
473,473,665,33,4,Very comfortable
474,474,240,102,3,Driver was polite
475,475,545,205,2,Very comfortable
476,476,595,310,4,Good experience
477,477,584,259,5,Good experience
478,478,312,430,1,Great ride
479,479,908,258,5,Great ride
480,480,736,50,4,Driver was polite
481,481,232,170,2,Great ride
482,482,477,429,1,Great ride
483,483,528,99,4,Average service
484,484,602,368,2,Very comfortable
485,485,512,53,2,Driver was polite
486,486,721,371,3,Could be better
487,487,551,149,4,Great ride
488,488,807,353,2,Driver was polite
489,489,747,286,1,Could be better
490,490,391,428,5,Average service
491,491,637,371,3,Driver was polite
492,492,729,37,4,Great ride
493,493,647,493,4,Great ride
494,494,597,406,4,Very comfortable
495,495,560,285,1,Could be better
496,496,801,246,5,Very comfortable
497,497,513,317,2,Could be better
498,498,489,332,5,Very comfortable
499,499,449,181,4,Could be better
500,500,42,170,4,Good experience
501,501,799,133,1,Great ride
502,502,961,116,2,Average service
503,503,507,40,1,Great ride
504,504,834,22,2,Driver was polite
505,505,21,323,2,Very comfortable
506,506,737,181,3,Good experience
507,507,236,455,4,Average service
508,508,700,227,3,Good experience
509,509,20,46,5,Average service
510,510,392,395,2,Great ride
511,511,630,206,1,Very comfortable
512,512,812,335,2,Average service
513,513,604,483,3,Very comfortable
514,514,770,171,5,Could be better
515,515,556,65,4,Very comfortable
516,516,912,154,2,Could be better
517,517,539,71,4,Driver was polite
518,518,643,344,5,Great ride
519,519,282,98,1,Very comfortable
520,520,6,52,1,Could be better
521,521,740,55,3,Could be better
522,522,382,336,4,Great ride
523,523,258,255,3,Great ride
524,524,733,41,2,Driver was polite
525,525,648,61,1,Good experience
526,526,410,162,4,Very comfortable
527,527,184,486,4,Good experience
528,528,898,320,5,Good experience
529,529,616,96,3,Good experience
530,530,826,156,4,Average service
531,531,102,425,5,Could be better
532,532,7,84,2,Driver was polite
533,533,166,171,3,Great ride
534,534,746,79,1,Driver was polite
535,535,83,136,1,Very comfortable
536,536,848,17,4,Driver was polite
537,537,434,239,5,Average service
538,538,575,471,2,Very comfortable
539,539,713,234,2,Average service
540,540,2,85,1,Could be better
541,541,383,324,1,Very comfortable
542,542,205,28,1,Driver was polite
543,543,73,28,3,Could be better
544,544,682,22,1,Average service
545,545,701,255,4,Driver was polite
546,546,3,48,3,Could be better
547,547,48,500,5,Good experience
548,548,668,152,2,Driver was polite
549,549,404,86,3,Average service
550,550,452,424,5,Average service
551,551,749,74,5,Very comfortable
552,552,990,51,4,Good experience
553,553,650,481,5,Driver was polite
554,554,141,230,5,Average service
555,555,230,361,2,Could be better
556,556,706,205,4,Could be better
557,557,782,378,3,Driver was polite
558,558,656,243,5,Great ride
559,559,25,359,1,Very comfortable
560,560,142,456,1,Good experience
561,561,578,362,4,Very comfortable
562,562,415,427,3,Could be better
563,563,759,182,4,Good experience
564,564,185,234,3,Driver was polite
565,565,719,289,4,Good experience
566,566,580,111,2,Driver was polite
567,567,499,185,1,Average service
568,568,484,402,4,Could be better
569,569,783,10,3,Good experience
570,570,129,250,2,Very comfortable
571,571,107,195,3,Very comfortable
572,572,21,8,4,Could be better
573,573,49,219,1,Driver was polite
574,574,844,368,4,Great ride
575,575,208,408,3,Could be better
576,576,643,470,3,Good experience
577,577,563,176,2,Very comfortable
578,578,984,268,3,Could be better
579,579,671,57,2,Great ride
580,580,723,218,5,Good experience
581,581,158,462,1,Great ride
582,582,979,208,4,Driver was polite
583,583,558,296,2,Average service
584,584,668,476,3,Very comfortable
585,585,19,377,4,Great ride
586,586,594,453,3,Good experience
587,587,118,100,1,Very comfortable
588,588,890,351,2,Could be better
589,589,590,103,3,Good experience
590,590,449,16,2,Average service
591,591,258,448,2,Could be better
592,592,245,354,3,Good experience
593,593,354,209,4,Driver was polite
594,594,116,226,1,Average service
595,595,285,300,5,Driver was polite
596,596,410,69,5,Could be better
597,597,205,134,5,Driver was polite
598,598,178,286,3,Average service
599,599,452,408,1,Very comfortable
600,600,265,394,5,Could be better
601,601,72,444,4,Average service
602,602,484,373,5,Good experience
603,603,379,370,1,Good experience
604,604,914,344,4,Great ride
605,605,538,272,1,Good experience
606,606,596,475,5,Good experience
607,607,947,469,4,Good experience
608,608,37,346,1,Average service
609,609,941,113,3,Great ride
610,610,908,232,5,Average service
611,611,212,151,4,Great ride
612,612,316,62,4,Driver was polite
613,613,917,361,5,Average service
614,614,103,146,3,Very comfortable
615,615,186,246,1,Good experience
616,616,42,349,5,Very comfortable
617,617,374,368,3,Driver was polite
618,618,594,25,3,Good experience
619,619,452,247,3,Good experience
620,620,228,116,1,Good experience
621,621,193,150,3,Average service
622,622,860,329,1,Great ride
623,623,607,438,1,Could be better
624,624,437,287,5,Great ride
625,625,879,113,4,Could be better
626,626,319,35,3,Could be better
627,627,396,436,5,Very comfortable
628,628,490,430,1,Average service
629,629,689,241,1,Average service
630,630,426,241,1,Could be better
631,631,658,201,2,Driver was polite
632,632,287,499,3,Could be better
633,633,121,291,4,Good experience
634,634,412,209,2,Good experience
635,635,783,312,1,Driver was polite
636,636,208,478,5,Driver was polite
637,637,37,451,5,Very comfortable
638,638,580,45,1,Could be better
639,639,384,382,5,Could be better
640,640,152,491,5,Driver was polite
641,641,665,274,2,Could be better
642,642,670,384,4,Driver was polite
643,643,247,389,2,Good experience
644,644,213,249,2,Very comfortable
645,645,35,410,4,Driver was polite
646,646,868,194,1,Good experience
647,647,363,151,2,Good experience
648,648,745,188,4,Good experience
649,649,242,304,4,Great ride
650,650,998,39,2,Driver was polite
651,651,958,220,5,Good experience
652,652,240,435,3,Good experience
653,653,163,438,3,Could be better
654,654,100,81,4,Very comfortable
655,655,352,38,4,Very comfortable
656,656,96,433,4,Average service
657,657,579,402,2,Average service
658,658,880,464,2,Very comfortable
659,659,904,26,3,Good experience
660,660,462,3,4,Great ride
661,661,504,452,3,Very comfortable
662,662,515,449,4,Could be better
663,663,994,460,3,Very comfortable
664,664,438,455,1,Driver was polite
665,665,88,396,2,Driver was polite
666,666,115,437,4,Very comfortable
667,667,890,184,1,Could be better
668,668,82,427,3,Good experience
669,669,978,13,1,Average service
670,670,980,471,5,Good experience
671,671,755,124,5,Could be better
672,672,131,246,5,Great ride
673,673,508,110,5,Good experience
674,674,861,58,3,Driver was polite
675,675,382,494,5,Good experience
676,676,292,326,4,Average service
677,677,847,266,2,Driver was polite
678,678,238,490,4,Driver was polite
679,679,669,146,5,Good experience
680,680,253,465,4,Very comfortable
681,681,86,456,4,Average service
682,682,124,81,1,Very comfortable
683,683,329,283,5,Very comfortable
684,684,137,376,5,Great ride
685,685,830,427,5,Could be better
686,686,577,238,3,Driver was polite
687,687,539,348,1,Average service
688,688,463,440,1,Good experience
689,689,380,475,4,Average service
690,690,771,244,1,Very comfortable
691,691,431,42,5,Very comfortable
692,692,892,362,5,Great ride
693,693,552,111,1,Could be better
694,694,745,24,3,Could be better
695,695,341,45,2,Great ride
696,696,288,381,4,Great ride
697,697,195,401,4,Driver was polite
698,698,560,289,1,Great ride
699,699,374,126,4,Very comfortable
700,700,935,457,3,Very comfortable
701,701,467,35,1,Very comfortable
702,702,65,266,1,Very comfortable
703,703,132,232,4,Great ride
704,704,377,238,3,Very comfortable
705,705,45,236,5,Could be better
706,706,513,181,1,Driver was polite
707,707,314,63,5,Average service
708,708,919,134,2,Good experience
709,709,972,4,1,Driver was polite
710,710,311,408,1,Could be better
711,711,44,24,3,Very comfortable
712,712,656,449,3,Driver was polite
713,713,944,71,4,Average service
714,714,571,192,4,Great ride
715,715,489,261,2,Great ride
716,716,947,275,1,Driver was polite
717,717,735,253,5,Great ride
718,718,880,299,3,Average service
719,719,362,436,2,Average service
720,720,79,254,1,Could be better
721,721,564,427,5,Great ride
722,722,777,147,5,Could be better
723,723,227,282,4,Great ride
724,724,491,132,2,Driver was polite
725,725,194,160,3,Good experience
726,726,372,76,1,Driver was polite
727,727,175,376,2,Could be better
728,728,661,95,3,Very comfortable
729,729,150,449,4,Driver was polite
730,730,417,31,1,Average service
731,731,597,302,1,Very comfortable
732,732,849,208,1,Very comfortable
733,733,514,37,5,Could be better
734,734,605,436,5,Could be better
735,735,190,393,4,Very comfortable
736,736,564,137,1,Could be better
737,737,216,415,2,Great ride
738,738,857,179,5,Average service
739,739,67,243,3,Great ride
740,740,459,460,5,Average service
741,741,640,327,1,Great ride
742,742,658,187,4,Good experience
743,743,865,478,1,Driver was polite
744,744,362,20,2,Very comfortable
745,745,652,381,1,Driver was polite
746,746,135,45,1,Great ride
747,747,360,55,4,Great ride
748,748,304,263,5,Good experience
749,749,529,347,2,Good experience
750,750,63,207,3,Average service
751,751,692,75,2,Driver was polite
752,752,557,178,2,Good experience
753,753,171,318,3,Average service
754,754,309,153,1,Good experience
755,755,170,183,4,Driver was polite
756,756,202,446,1,Average service
757,757,829,173,3,Great ride
758,758,440,171,2,Great ride
759,759,63,34,3,Great ride
760,760,61,165,3,Average service
761,761,376,263,2,Could be better
762,762,650,418,2,Very comfortable
763,763,267,443,1,Good experience
764,764,268,353,3,Very comfortable
765,765,551,262,3,Average service
766,766,618,319,2,Great ride
767,767,158,448,1,Good experience
768,768,340,412,4,Driver was polite
769,769,541,20,3,Good experience
770,770,250,99,1,Could be better
771,771,391,130,1,Could be better
772,772,538,313,3,Could be better
773,773,899,486,3,Could be better
774,774,817,167,2,Very comfortable
775,775,544,437,4,Good experience
776,776,68,255,4,Average service
777,777,968,459,3,Good experience
778,778,499,373,3,Very comfortable
779,779,332,20,1,Average service
780,780,971,356,5,Good experience
781,781,620,71,5,Driver was polite
782,782,327,283,1,Could be better
783,783,619,377,1,Average service
784,784,574,381,3,Driver was polite
785,785,962,376,5,Could be better
786,786,601,141,5,Very comfortable
787,787,639,460,5,Could be better
788,788,853,48,1,Good experience
789,789,430,494,5,Very comfortable
790,790,179,95,5,Good experience
791,791,560,116,5,Could be better
792,792,499,423,3,Driver was polite
793,793,931,161,5,Could be better
794,794,146,490,2,Very comfortable
795,795,749,237,5,Could be better
796,796,201,301,3,Average service
797,797,384,461,2,Driver was polite
798,798,102,474,3,Driver was polite
799,799,410,403,4,Driver was polite
800,800,381,476,3,Great ride
801,801,294,58,3,Average service
802,802,140,113,1,Very comfortable
803,803,347,495,1,Great ride
804,804,82,390,3,Very comfortable
805,805,266,126,4,Could be better
806,806,205,35,5,Average service
807,807,169,136,1,Good experience
808,808,178,322,2,Good experience
809,809,763,13,4,Could be better
810,810,964,339,2,Great ride
811,811,155,152,4,Very comfortable
812,812,782,269,1,Very comfortable
813,813,931,395,4,Good experience
814,814,175,429,4,Average service
815,815,194,322,2,Average service
816,816,235,78,3,Great ride
817,817,661,134,1,Great ride
818,818,800,349,4,Driver was polite
819,819,248,12,2,Great ride
820,820,530,34,5,Good experience
821,821,484,56,3,Could be better
822,822,814,74,5,Very comfortable
823,823,197,371,2,Driver was polite
824,824,985,205,2,Very comfortable
825,825,971,292,1,Good experience
826,826,673,415,3,Very comfortable
827,827,433,228,1,Driver was polite
828,828,804,253,5,Very comfortable
829,829,565,441,4,Great ride
830,830,455,320,3,Driver was polite
831,831,746,178,4,Driver was polite
832,832,807,473,5,Great ride
833,833,435,267,4,Driver was polite
834,834,557,366,1,Driver was polite
835,835,260,230,1,Average service
836,836,942,381,4,Average service
837,837,504,296,5,Driver was polite
838,838,917,304,4,Very comfortable
839,839,840,244,1,Driver was polite
840,840,94,4,3,Great ride
841,841,423,317,5,Driver was polite
842,842,205,400,5,Good experience
843,843,344,133,4,Driver was polite
844,844,754,306,4,Could be better
845,845,707,280,4,Very comfortable
846,846,570,155,3,Driver was polite
847,847,753,40,2,Great ride
848,848,959,155,4,Driver was polite
849,849,609,213,1,Good experience
850,850,276,404,1,Average service
851,851,799,69,2,Driver was polite
852,852,28,94,4,Driver was polite
853,853,928,95,2,Very comfortable
854,854,879,4,2,Very comfortable
855,855,240,447,4,Average service
856,856,236,413,2,Driver was polite
857,857,446,216,2,Very comfortable
858,858,510,182,5,Average service
859,859,632,152,1,Very comfortable
860,860,411,314,1,Could be better
861,861,147,215,3,Good experience
862,862,202,67,3,Average service
863,863,220,381,3,Good experience
864,864,162,378,3,Very comfortable
865,865,818,96,2,Great ride
866,866,286,311,5,Average service
867,867,122,78,1,Good experience
868,868,876,47,2,Could be better
869,869,9,91,4,Great ride
870,870,169,421,4,Average service
871,871,345,120,2,Great ride
872,872,841,65,4,Great ride
873,873,434,324,4,Great ride
874,874,124,235,3,Good experience
875,875,845,281,4,Driver was polite
876,876,46,87,1,Very comfortable
877,877,751,172,3,Average service
878,878,451,255,4,Could be better
879,879,668,239,2,Average service
880,880,50,355,1,Very comfortable
881,881,648,416,3,Could be better
882,882,727,369,2,Good experience
883,883,338,282,2,Average service
884,884,171,287,2,Average service
885,885,854,496,5,Driver was polite
886,886,649,130,4,Average service
887,887,236,154,1,Average service
888,888,742,119,3,Could be better
889,889,37,380,2,Average service
890,890,908,54,5,Very comfortable
891,891,495,277,2,Average service
892,892,246,96,2,Great ride
893,893,784,320,2,Great ride
894,894,202,314,2,Good experience
895,895,61,374,4,Could be better
896,896,366,334,5,Driver was polite
897,897,60,379,4,Great ride
898,898,794,188,3,Very comfortable
899,899,253,23,4,Good experience
